Territory	Language	Language (English)	Vernacular Title	English Title	Home
Mexico	Tzotzil	Tzotzil	Sc'op riox: ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe	Tzotzil Zinacantan NT	tzoZNT
Mexico	Yaqui	Yaqui	Yoʼowe Jesukrijtota itom yaʼariakaʼu betchiʼbo juʼu bemelaka liojta betana lutuʼuria yaʼari (El Nuevo Testamento en yaqui)	Yaqui NT	yaqNT
Mexico	Zapotec, Amatlán	Zapotec, Amatlán	Wdizh kwaan nyaadno yalnaban	Amatlán Zapotec NT	zpoNT
Mexico	Zapotec, Cajonos	Zapotec, Cajonos	Dillꞌ wen dillꞌ   Kob C̱he   Jesucrístonaꞌ	Cajonos Zapotec NT	zadNT
Mexico	Zapotec, Chichicapan	Zapotec, Chichicapan	Xchiʼdxyi cuubi dxiohs nin bieʼgaluuʼyi daada Jesucristu (El Nuevo Testamento en el zapoteco de Chichicapan y en español)	Chichicapan Zapotec NT	zpvNT
Mexico	Zapotec, Choapan	Zapotec, Choapan	Xtiʼidzaʼ Diuzi	Choapan Zapotec NT	zpcNT
Mexico	Zapotec, Coatecas Altas	Zapotec, Coatecas Altas	Widi'zh che'n Jesukrist kwa'n kinu yalnaban	Coatecas Altas Zapotec	zcaNT
Mexico	Zapotec, Isthmus	Zapotec, Isthmus	Stiidxa Dios didxazá (El Nuevo Testamento de nuestro señor Jesucristo en el Zapoteco del Istmo)	Isthmus Zapotec NT	zaiNT
Mexico	Zapotec, Lachixío	Zapotec, Lachixío	Stichia' Diose dialu	Lachixío Zapotec NT	zplNT
Mexico	Loxicha Zapotec	Zapotec, Loxicha	El Nuevo Testament en el idioma Zapoteco de Loxicha	Loxicha Zapotec NT	ztp
Mexico	Zapotec, Miahuatlán	Zapotec, Miahuatlán	Testament cub coʼ nac diʼs ndac cheʼn Tad Jesucrist	Miahuatlán Zapotec NT	zamNT
Mexico	Zapotec, Mitla	Zapotec, Mitla	Xtidxcoob Dios ni biädnä dad Jesucrist	Mitla Zapotec NT	zawNT
Mexico	Mixtepec Zapotec	Zapotec, Mixtepec	Diidz ne rdeed guielmban	Mixtepec Zapotec NT	zpmNT
Mexico	Zapotec, Ocotlán	Zapotec, Ocotlán	Dizaʼquë shtë Dios con dizë	Ocotlán Zapotec	zacNT
Mexico	Zapotec, Ozolotepec	Zapotec, Ozolotepec	Diiz kuu ndyaadno yalnaban	Ozolotepec Zapotec NT	zaoNT
Mexico	Zapotec, Quioquitani-Quierí	Zapotec, Quioquitani-Quierí	Tiits nii xnee kyalmbañ; El Nuevo Testamento en el zapoteco de Quioquitani	Quioquitani-Quierí Zapotec NT	ztqNT
Mexico	Zapotec, Rincón	Zapotec, Rincón	Didza' cubi rucá'ana tsahui'	Rincón Zapotec NT	zarNT
Mexico	Zapotec, San Juan Guelavía	Zapotec, San Juan Guelavía	Xtiidx Dios cun ditsa	San Juan Guelavía Zapotec	zabNT
Mexico	Zapotec, San Vicente Coatlán	Zapotec, San Vicente Coatlán	Zapoteco, San Vicente Coatlán	San Vicente Coatlán Zapotec NT	zpt
Mexico	Zapotec, Santa María Quiegolani	Zapotec, Santa María Quiegolani	Zapotec, Santa María Quiegolani	New Testament in Zapotec, Santa María Quiegolani (MX:zpi:Zapotec, Santa María Quiegolani)	zpi
Mexico	Zapotec, Santa María Quiegolani	Zapotec, Santa María Quiegolani	Xdiiz Dëdyuzh kon disa	Santa María Quiegolani Zapotec NT	zapNT
Mexico	Zapotec, Santo Domingo Albarradas	Zapotec, Santo Domingo Albarradas	Xtiidx Dios	Santo Domingo Albarradas Zapotec NT	zasNT
Mexico	Zapotec, Sierra de Juárez	Zapotec, Sierra de Juárez	Ca titsaʼ de laʼlabani para iyate ca enneʼ	Sierra de Juárez Zapotec NT	zaaNT
Mexico	Zapotec, Southern Rincon	Zapotec, Southern Rincon	Didzaʼ cub rucáʼn tsahuiʼ	Southern Rincon Zapotec NT	zsrNT
Mexico	Zapotec, Tabaa	Zapotec, Tabaa	Xela wezria cube nen salmo caʼ	Tabaa Zapotec NT & Psalms	zatNTps
Mexico	Zapotec, Texmelucan	Zapotec, Texmelucan	De riidz ni trat cub nu bicy nu Ñgyoozh mbecy: Salmos; Proverbios	Texmelucan Zapotec Bible	zpzNTpp
Mexico	Zapotec, Yalálag	Zapotec, Yalálag	Diʼll danʼ nsaʼa yel nban (El Nuevo Testamento en el Zapoteco de Yalálag)	Yalálag Zapotec NT	zpuNT
Mexico	Yareni Zapotec	Zapotec, Yareni	Zapotec, Yareni	Yareni Zapotec NT	zae
Mexico	Zapotec, Yatee	Zapotec, Yatee	Dižaʼ chaweʼ kub len Salmo kaʼ	Yatee Zapotec NT & Psalms	ztyNTps
Mexico	Zapotec, Yatzachi	Zapotec, Yatzachi	Testament Cobə deʼen choeʼ dižəʼ c̱he ancho Jesocristənʼ	Yatzachi Zapotec NT	zavNT
Mexico	Zapotec, Zoogocho	Zapotec, Zoogocho	Dižaʼ güen c̱he ancho Jesucristo	Zoogocho Zapotec NT	zpqNT
Mexico	Zoque, Francisco León	Zoque, Francisco León	Jomepø Testamento	Francisco León Zoque NT	zosNT
Micronesia	Chuukese	Chuukese	Paipel	Chuukese Bible	chk
Micronesia	Kapingamarangi	Kapingamarangi	Beebaa Dabu	Kapingamarangi Bible	kpg
Micronesia	Kosrae	Kosraean	BIBLE MUTAL	Kosraean Bible	kos
Micronesia	Mwoakilloa	Mokilese	Mokilese Bible	Mokilese Bible	mkj
Micronesia	Nukuoro	Nukuoro	De Beebaa Dabu	The Holy Bible in the Nukuoro language of Micronesia	nkr
Micronesia	Pohnpeian	Pohnpeian	Pohnpeian Bible	Pohnpeian Bible 2006	pon2006
Micronesia	Pohnpeian	Pohnpeian	Pohnpeian Bible with Apocrypha	Pohnpeian Bible with Apocrypha 2006	pon2006a
Micronesia	Pohnpeian	Pohnpeian	Kadede Kap Psam Akan	Pohnpeian NT & Psalms, new alphabet	pon-pdn
Micronesia	Pohnpeian	Pohnpeian	Kadede Kap Pjam Akan	Pohnpeian NT & Psalms, old alphabet	pon
Micronesia	Satawalese	Satawalese	Pwapwior we e Santus	Satawalese: Pwapwior we e Santus (New Testament)	stw
Micronesia	Ulithian	Ulithian	Bogtag we ye Tefoy	Ulithian NT	uli
Micronesia	Yapese	Yapese	Bible Ni Thothup	Yapese Bible	yap
Morocco	ثْرِيفيثْ	Tarifit	أَذْلِيسْ إِقدّْسنْ	Tarifit Bible (Arabic Script)	rifa
Morocco	Tarifit	Tarifit	Adlis Iqeddsen	Tarifit Bible Latin Script	rifl
Morocco	ⵜⴰⵔⵉⴼⵉⵜ	Tarifit	ⴰⴷⵍⵉⵙ ⵉⵇⴻⴷⴷⵙⴻⵏ	Tarifit Bible Tifinagh Script	rift
Mozambique	Kote	Kote	Kote New Testament	Kote Bible	eko
Mozambique	Makhuwa-Meetto	Makhuwa-Meetto	Makhuwa-Meetto do Novo Testamento	Makhuwa-Meetto NT	mgh
Mozambique	Makhuwa-Meetto	Makhuwa-Meetto	Makua New Testament 2015	Makhuwa-Meetto: Makua New Testament 2015 New Testament	mgh2016
Mozambique	Makonde	Makonde	Lilailano Lyahambi Lya Nnungu Kwa Vanu Vammalele	Makonde Bible	kde
Mozambique	Mwani	Mwani	Habari Ngema	Mwani NT	wmw
Mozambique	Nyungwe	Nyungwe	ciNyungwe Bibliya	Nyungwe NT+	nyu
Mozambique	Sena	Sena	Sena do Novo Testamento	Sena NT	seh
Mozambique	Takwane	Takwane	Takwane do Novo Testamento	Takwane NT	tke
Myanmar	Plang	Blang	Plang	Blang NT	blr
Myanmar	Mynmar language	Burmese	Common Language Bible	Burmese Common Language Bible	mya
Myanmar	ဗမာ	Burmese	မြန်မာကျမ်းစာ	Judson Burmese Bible	myajvb
Myanmar	Daai	Chin, Daai	Dai Cangcim Kthai	Daai Chin NT	dao
Myanmar	Asang Khongca	Chin, Eastern Khumi	Asang Khongca Bible (2019)	Asang Khongca Bible	cekak
Myanmar	Matupi Chin	Chin, Matu	Baibal Olcim	Matupi Chin Standard Bible 2019	hltmcsb
Myanmar	Matupi Chin	Chin, Matu	Baibal Olcim	Matupi Chin Standard Bible w/ Strongs	hlt
Myanmar	Tuivang	Chin, Matu	Tuivang Holy Bible	Tuivang Matu Chin Bible	hltthb
Myanmar	Siyin Chin	Chin, Siyin	Tinaung Takluem	Siyin Chin NT	csy
Myanmar	Thai Phum	Chin, Thaiphum	Thai Phum Holy Bible	Thai Phum Bible	cth
Myanmar	Danu	Danu	ဓမ္မသစ်ကျမ်း ဓနုဘာသာစကား	Danu NT	dnv
Myanmar	Falam	Falam	Thukam Thar Lente Ṭon	Falam Chin Bible	cfm
Myanmar	Western Kayah	Kayah, Western	ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ	Kayah, Western: ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ (Bible)	kyuk
Myanmar	Kayah, Western	Kayah, Western	Western Kayah (Latin) NT	Western Kayah NT	kyu
Myanmar	Manumanaw	Manumanaw	TAFO AYO	Manumanaw NT	kxf
Myanmar	Shwe Palaung	Palaung, Shwe	The New Testament in Shwe Palaung	Shwe Palaung NT	pll
Myanmar	ရခိုင်	Rakhine	ဓမ္မသစ်ကျမ်း ရခိုင်ဘာသာစကား	Rakhine Bible	rki
Myanmar	Rohingya	Rohingya	Kitabul Mukaddos or Injil Córif	Rohingya: Kitabul Mukaddos or Injil Córif (Bible)	rhgc
Myanmar	Rohingya	Rohingya	Rohingya Bible Translation Project	Rohingya: Rohingya Bible Translation Project (Bible)	rhg
Myanmar	Tavoyan	Tavoyan	ဓမ္မသစ်ကျမ်း ထားဝယ်ဘာသာစကား	Tavoyan Bible	tvn
Myanmar (Burma)	Chin, Zyphe	Chin, Zyphe	Biahrai Tha, Zyphe rei	Zyphe Chin NT	zypNT
Myanmar (Burma)	Zaiwa	Zaiwa	Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa	Zaiwa NT	atbNT
Namibia	Chikuahane	Kuhane	Kuhane Bible	Kuhane NT	sbs
Nepal	Gurung	Gurung, Western	Gurung Central Adapt It Study Bible	Gurung Bible	gvr
Nepal	Kham, Western Parbate	Kham, Western Parbate	साःरो बाचा	Magar Kham NT	kjl
Nepal	Limbu	Limbu	Yesu khristarɛ kunisaam	Limbu NT (Devangari Script)	lifNT2
Nepal	Limbu	Limbu	ᤏᤡᤱᤘᤠ᤹ᤑᤢ ᤐᤠ᤺ᤴᤈᤠᤰ ᤁᤢᤛᤱ ᤔᤠᤱᤜᤢᤵ	Limbu NT (Limbu Script)	lifNT
Nepal	नेपाली	Nepali	पवित्र बाइबल	Nepali Bible	npiulb
Nepal	नेपाली	Nepali	The Holy Bible, Easy Reading Version, in Nepali	Nepali Easy Reading Version	npi2010
Nepal	Newar	Newar	Newar	Newar Bible	new
Nepal	Sherpa	Sherpa	कोन्छ्‌योककी सुङ	Sherpa NT	xsr
Nepal	Sunwar	Sunwar	परमप्रभु यावे आ लोव़	Sunwar Bible	suzBl
Nepal	Eastern Tamang	Tamang, Eastern	परमेश्वरला बचन छार कबुल	Eastern Tamang NT	taj
Nepal	Tichurong	Tichurong	तिचुरोङ क्येला सारबा करारयि किताबतेबा	Tichurong: तिचुरोङ क्येला सारबा करारयि किताबतेबा (Bible with Deuterocanon)	tcn
Nepal	नेपाली	नेपाली	Biblica® नेपाली समकालीन सर्वसुलभ संस्करण	Nepali Contemporary Bible	npioncb
Netherlands	Nederlands	Dutch	De Heilige Schrift 1917	Dutch Bible 1917	nld
Netherlands	Nederlandse taal	Dutch	De Heilige Schrift, Petrus Canisiusvertaling, 1939	Dutch Bible, Petrus Canisius	nld1939
Netherlands	Nederlandse taal	Dutch	NBG-vertaling 1951	Dutch NBG 1951 Bible	nldnbg
New Caledonia	Cemuhî	Cemuhî	Tii Iitihi: Élele Iitihi na mwo Coho	Cemuhî: Tii Iitihi: Élele Iitihi na mwo Coho (New Testament)	cam
New Caledonia	Paicî	Paicî	Tii Pwicîri: Âmu Aamwari naa na cî	Paicî NT	priNT
New Zealand	Māori	Māori	Paipera Tapu 2012	Maori: Paipera Tapu 2012 (Bible)	mri2012
New Zealand	Māori	Māori	Te Kawenata Hou	Mauri NT	mri
Niger	Fulfulde, Western Niger	Fulfulde, Western Niger	Fulfulde,  Niger West	Western Niger Fulfulde NT	fuh
Niger	Kanuri, Manga	Kanuri, Manga	Kanuri Manga NT Translation	Kanuri, Manga: Manga Kanuri Translation (Portions)	kby
Niger	Tamajaq, Tawallammat	Tamajaq, Tawallammat	Tamajaq, Tawallammat	Tawallammat Tamajaq (Berber) NT	ttqt
Niger	Tamajaq, Tawallammat	Tamajaq, Tawallammat	Tamajaq, Tawallammat (Latin)	Tawallammat Tamajaq NT (Latin)	ttq
Nigeria	Abureni	Abureni	Abureni NT Portions	Abureni NT	mgj
Nigeria	Ajiya	Ajiya	Ajigha NT Portion	Ajiya: Ajigha NT Portion (New Testament)	idc
Nigeria	Timap	Amo	Amo New Testament	Amo NT	amo
Nigeria	Aninka	Aninka	Aninka NT Portion	Aninka Bible	aqk
Nigeria	Bangunji	Bangwinji	Bangwinji	Bangwinji NT	bsj
Nigeria	Basa-Gurmana	Basa-Gurmana	Basa-Gurmana	Basa-Gurmana MAT	buj
Nigeria	Boga	Boga	Boga New Testament Portion	Boga NT	bvw
Nigeria	Boko	Boko	Bibeli Luayãtaalá	Boko (Benin) Bible	bqcsim
Nigeria	Bokobaru	Bokobaru	Luda yã takada kↄ̃n Bokobaru yão	Bokobaru Bible	bus
Nigeria	Jida	Bu	Bu New Testament	Bu NT	jid
Nigeria	Bu (Bauchi State)	Bu (Bauchi State)	Bu New Testament	Bu NT	zbu
Nigeria	Bisã	Busa	Luda yã takada kũ Bisã yão	Bisa Bible	bqp
Nigeria	Cishingini	Cishingini	Cishingini Agwara Kambari [asg]	Cishingini Bible	asg
Nigeria	Duya	Duya	Ibibemuwe-Num Iyiki Ifa Ru Dũya	Duya NT	ldb
Nigeria	Ekajuk	Ekajuk	Ekajuk Scriptures Bible Portions	Ekajuk Bible	eka
Nigeria	Etulo	Etulo	Etulo NT	Etulo NT+	utr
Nigeria	Fulfulde Caka Nigeria	Fulfulde Caka Nigeria	الَکْوَلَ ک ٜسَلْ (Fulfulde)	Nigerian Fulfulde NT	fuv
Nigeria	Ga'anda	Ga'anda	Ga'anda	Ga'anda NT+	gqa
Nigeria	Geji	Geji	Geji New Testament Portions	Geji NT	gyz
Nigeria	Glavda	Glavda	Glavda NT Portion	Glavda NT Portion	glwl
Nigeria	Gude	Gude	Gude: Kura Aləkawalə ŋga Əntaŋfə	Gude: Kura Aləkawalə ŋga Əntaŋfə New Testament	gde
Nigeria	Guduf-Gava	Guduf-Gava	Gava NT	Guduf-Gava NT	gdf
Nigeria	Hausa	Hausa	Biblica® Buɗaɗɗen Littafi Mai Tsarki, Sabon Rai Don Kowa™	Hausa Contemporary Bible	hausa
Nigeria	Hausa	Hausa	Litafi Mai-tsarki	Hausa NT	hauulb
Nigeria	Hun-Saare	Hun-Saare	ut-Hun New Testament	Hun-Saare: ut-Hun New Testament New Testament	dud
Nigeria	Hona	Hwana	Hona Bible	Hwana Bible	hwo
Nigeria	Igbo	Igbo	Biblica® Baịbụlụ Nsọ nʼIgbo Ndị Ugbu a nke dịrị onye ọbụla ịgụ	Igbo Bible	ibo
Nigeria	Ika	Ika	Elu Ọhụn: Ẹkụkwọ-Nsọ (Azụụn Ọhụn rịn'a)	Ika NT	ikkNT
Nigeria	Ikwere	Ikwere	Tẹsitamenti Ikne n'Ọnu Ikwere	Ikwere NT	ikwNT
Nigeria	Ikwo	Ikwo	Bayịburu Ikwo	Ikwo: Bayịburu Ikwo Bible	iqw
Nigeria	Ivbie North-Okpela-Arhe	Ivbie North-Okpela-Arhe	Ebe-No-Pfuasẹ Ishobọ Onogbọ	Ivbie North-Okpela-Arhe NT	atgNT
Nigeria	Izii	Izii	Izii	Izii Bible	izz
Nigeria	Ajanji	Janji	Janji Bible	Janji NT	jni
Nigeria	Jibu	Jibu	Jibu	Jibu NT	jib
Nigeria	Kurama	Kurama	Akurumi NT Portion	Kurama: Akurumi NT Portion (New Testament)	krh
Nigeria	Kuturmi	Kuturmi	Kuturmi NT Portion	Kuturmi NT	khj
Nigeria	Marghi South	Marghi South	Ndǝshiguˈyar Foɗǝu Ənga Thlǝr Camaˈyar	Marghi South NT	mfm
Nigeria	Mbe	Mbe	Mbembe Okohm	Mbe OT	mfo
Nigeria	Mbula	Mbula-Bwazza	Mbula-Bwazza	Mbula-Bwazza NT+	mbu
Nigeria	Mupun	Mwaghavul	Manji Yiljep	Mwaghavul NT	sur
Nigeria	Nigerian Pidgin	Nigerian Pidgin	Nigerian Pidgin	Nigerian Pidgin English Bible	pcm
Nigeria	Ninzo	Ninzo	Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka	Ninzo NT	ninNT
Nigeria	Polci	Polci	Zul	Polci NT	plj
Nigeria	Sanga	Sanga	Sanga Language Project	Sanga Bible	xsn
Nigeria	Tarok	Tarok	Tarok Bible	The Holy Bible in the Tarok language of Nigeria	yer
Nigeria	Tsikimba	Tsikimba	Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau	Tsikimba NT	kdlNT
Nigeria	Auna	Tsikimba	Tsikimba OT	Tsikimba OT	kdl
Nigeria	Tsishingini	Tsishingini	Nzuwulai n Sa'avu na̱ Tsishingini na̱ a̱ɗiva̱ a na a ɗangulai a Nzuwulai mu Ufaru	Tsishingini NT	tswNT
Nigeria	Tsishingini	Tsishingini	Tsishingini (tsw) OT	Tsishingini OT	tsw
Nigeria	ut-Ma'in	ut-Ma'in	ut-Mai'n Scripture portions	ut-Ma’in: ut-Mai'n Scripture portions (Bible)	gel
Nigeria	u̱t-Hun	u̱t-Hun	ut-Hun	ut-Hun NT	uth
Nigeria	Waja	Waja	Waja	Waja Bible	wja
Nigeria	Yorùbá	Yorùbá	Biblica® ní oore ọ̀fẹ́ láti lo Bíbélì Mímọ́ ní Èdè Yorùbá Òde-Òní	Yoruba Bible	yor
Norway	Norsk: Bokmål	Norwegian	Biblica® Open En Levende Bok: Det Nye Testamentet	Norwegian Living NT	noblb
Pakistan	Balochi, Southern	Balochi, Southern	Balóchi Balochi	Balochi, Southern: بلۆچی      Balochi (New Testament+)	bcc
Pakistan	Balochi, Southern	Balochi, Southern	Balóchi Balochi	Latin version of the Balochi Bible	bccl
Pakistan	Urdu	Urdu	Kitab-i Muqaddas	The Holy Bible in Urdu, Urdu Geo Version, Roman Script	urdgvr
Pakistan	اردو	Urdu	کتابِ مقدّس	Urdu Geo Bible (Urdu Script)	urdgvu
Pakistan	اردو	Urdu	इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019	Urdu IRV Bible	urd
Pakistan	Kolami	Vaghri	పవిత్ర్ బైబిల్‍	Vaghri NT	vgr
Pakistan	اردو	اردو	Biblica® آزادانہ اردو ہم عصر ترجمہ	Urdu: Biblica® آزادانہ اردو ہم عصر ترجمہ (Bible)	urdoucv
Panama	Buglere	Buglere	Chube gerua jagere Jesucristo giti degaba kwian ulita alin: El Nuevo Testamento de nuestro Señor Jesucristo en el idioma buglere	Buglere NT	sabNT
Panama	Emberá, Northern	Emberá, Northern	Ãcõrẽ Bed̶ea	Northern Emberá NT	empNTpo
Panama	Kuna, Border	Kuna, Border	Pab tummad karta pab Jesucristobal igal-pin mezhijad	Border Kuna NT	kvnNT
Panama	San Blas Kuna	Kuna, San Blas	Bab dummad Jesucristoba igar mesisad garda	San Blas Kuna NT 2009	cuk09
Panama	Ngäbere	Ngäbere	Kukwe kuin ngöbökwe	Ngäbere NT	gymNT
Panama	San Blas Cuna	San Blas Kuna	Bab-Dummad-Garda-Islidikid	San Blas Kuna Bible	cuk
Panama	Teribe	Teribe	Sbö Tjl̈õkwo	Teribe Bible	tfrNTpo
Papua New Guinea	'Auhelawa	'Auhelawa	YAUBADA YANA WALO YEMIDI VAUVAUNA	'Auhelawa NT	kud
Papua New Guinea	Abau	Abau	God so Sokior-ok Iwon	Abau NT	aau
Papua New Guinea	Adzera	Adzera	Adzera Baibel	Adzera Bible	adz
Papua New Guinea	Agarabi	Agarabi	YISASINI KAMA VAYA	Agarabi NT	agd
Papua New Guinea	Akukem	Akukem	Mak Osɨrisira Akaman Aghuuŋ ko Iesusɨm Mbɨsevisir Gumasi	Published Mark & Acts	spm
Papua New Guinea	Alamblak	Alamblak	Bro Nkifrarhu Mrokfot	Alamblak NT	amp
Papua New Guinea	Alekano (Gahuku)	Alekano or Gahuku	Monoq Gotola Gosohaq	Alekano Bible	gah
Papua New Guinea	Sawiyanu	Ama	Kotoni Imo Itouniyaimo	Ama NT	amm
Papua New Guinea	Amanab (Naineri)	Amanab	Godna mo Awai mona go	Amanab Naineri NT	amn-n
Papua New Guinea	Amanab	Amanab	Godna mo Awai mona go	Amanab NT	amn-amanab
Papua New Guinea	Ambulas (Maprik)	Ambulas	Gotna Kudi	Ambulas Maprik NT	abt-maprik
Papua New Guinea	Amele	Amele	BAL CEHEC JE HAUN	Amele Genesis	aey
Papua New Guinea	Aneme Wake	Aneme Wake	GODINU IRAU WAKE	Aneme Wake NT	aby
Papua New Guinea	Angaataha	Angaataha	Autaahaatɨhomɨ Pɨwɨha Gaaha Wanɨha	Angaataha NT	agm
Papua New Guinea	Angal Heneng	Angal Heneng	Angal Heneng	Angal Heneg NT	akh
Papua New Guinea	Angor	Angor	Godɨndɨ Hoafɨ	Angor NT	agg
Papua New Guinea	Anjam	Anjam	Yesus Aqa Anjam Bole 2000	Anjam NT 2000	boj
Papua New Guinea	Anjam	Anjam	Yesus Aqa Anjam Bole 2014 + Qotei qa Lou	Anjam NT 2014 + Psalms	boj2014
Papua New Guinea	Angave	Ankave	Xwɨyí̵á Gorɨxoyá Sɨŋí̵pɨrɨnɨ	Minaifia NT	aak
Papua New Guinea	Anuki	Anuki	Buk Baibel long Anuki	Anuki Bible Portions	aui
Papua New Guinea	Apalɨ	Apal	Asɨ dɨ manasɨŋ	Apali NT	ena
Papua New Guinea	Arapesh	Arapesh	IRUHIN ANANIN BARAEN	Arapesh NT	aon
Papua New Guinea	Are	Are	God Wonana Kaoaobaisiyena	Are Bible	mwc
Papua New Guinea	Arop-Lokep	Arop-Lokep	Rau Ke Maro	Arop-Lokep	apr
Papua New Guinea	Aruamu	Aruamu	Godɨn Eghaghanim: Akar Gavgavir Dɨkɨrɨzir Ghurim ko Igiam	Aruamu Bible	msy2020
Papua New Guinea	Aruamu	Aruamu	Godɨn Akar Aghuim; Akar Dɨkɨrɨzir Gavgavir Igiam	Aruamu NT	msy
Papua New Guinea	Au	Au	Hɨm Yaaim Me God	Au NT	avt
Papua New Guinea	Awa	Awa	Manikáne O Ehwehne	Awa NT	awb
Papua New Guinea	Awara	Awara	Awara Baibel	Awara Bible portions	awx
Papua New Guinea	Awiyaana	Awiyaana	Aú-aai símai kááísamakain-aai	Awiyaana NT	auy
Papua New Guinea	Barai	Barai	GODIDO VUA MAEJE	Barai Bible	bbb
Papua New Guinea	Bargam	Bargam	God Ago Maror Muturta Agamukan	Bargam NT	mlp
Papua New Guinea	Bariai	Bariai	Deo Ele Posanga	Bariai Bible	bch
Papua New Guinea	Barok	Barok	A Xuxubus Maxat	Barok NT	bjk
Papua New Guinea	Baruga	Baruga	God Da Gaga Reka Re	Baruga NT	bjz
Papua New Guinea	Yipma	Baruya	Yipma Genesis and New Testament	Baruya NT+Genesis	byr
Papua New Guinea	Bau	Bau	Ifan Uqacan Totqec Louqec Niea	Bau Bible Story	bbd
Papua New Guinea	Bedamuni	Beami	GODE EA SIA: IDA:IWANE GALA	Bedamuni Bible	beo
Papua New Guinea	Bena-bena	Benabena	Ka Lamana'a Mono'i Lu Mu Tifi'ehina Ka Yabe	Benabena NT	bef
Papua New Guinea	Biangai	Biangai	Anotogi Ngago Wik Yisu Kilisiyegi Langaira	Biangai NT	big
Papua New Guinea	Biangai	Biangai	Biangai	New Testament in Biangai	big2013
Papua New Guinea	Bimin	Bimin	Sunbin-Got em Kitakamin Weng	Bimin NT	bhl
Papua New Guinea	Binandere	Binandere	God da Ge Wasiride	Binandere NT	bhg
Papua New Guinea	Bine	Bine	Ireclota Mene	Bine NT	bon
Papua New Guinea	Binumarien	Binumarien	Fúka Moodaanaki Kira Ufa Afaqínaasa Ufa	Binumarien Bible	bjr
Papua New Guinea	Bo-Ung (Mara-Gomu)	Bo-Ung	PULU YILI-NGA UNG KONALE	Bo-Ung NT	mux
Papua New Guinea	Bola	Bola	A Nitana Vure	Bola Bible	bnp
Papua New Guinea	Borei	Borei	Raraŋ Aetaniacna Kam Wembaŋ Laŋ	New Testament in Mborena Kam language	gai
Papua New Guinea	Borong	Borong	Uumeleembaa Buŋa Tere Soomoŋgo Gbilia	Borong NT + OT portions	ksr
Papua New Guinea	Buang, Central/Mapos	Buang	Ġaġek Mewis	Buang NT	bzh
Papua New Guinea	Mangga Buang	Buang, Mangga	Mangga Buang New Testament	Mangga Buang NT	mmo
Papua New Guinea	Bugawac	Bugawac	Anötö ndê Yom Lêŋsêm Wakuc	Bugawac: Anötö ndê Yom Lêŋsêm Wakuc New Testament	buk2013
Papua New Guinea	Buhutu	Buhutu	Buka Tabuna Tefadi	Buhutu Bible	bxh
Papua New Guinea	Buhutu	Buhutu	Buhutu Matiu	Buhutu: Buhutu Matiu (Portions)	bxh24
Papua New Guinea	Bukawa	Bukawa	Anötö ndê Yom Lêŋsêm Wakuc	Bukawa NT	buk
Papua New Guinea	Bukiyip	Bukiyip	God Ananin Balan	Bukiyip NT	apeB
Papua New Guinea	Coastal Arapesh	Bukiyip	IRUHIN ANANIN BARAEN	Coastal Arapesh NT	apec
Papua New Guinea	Bunama	Bunama	LOINA HAUHAUNA	Bunama NT	bdd
Papua New Guinea	Tubetube (Bwanabwana)	Bwanabwana	Buki Tabu Waluwaluna	Bwanabwana NT	tte
Papua New Guinea	Tubetube (Bwanabwana)	Bwanabwana	Buki Tabu Beyabeyana	Bwanabwana OT	tteo
Papua New Guinea	Chuave	Chuave	YAI GUMAN GUNOM KAM	Chuave NT	cjv
Papua New Guinea	Dadibi	Dadibi	Godigo dwagi yai po buku	Dadibi Bible	mps
Papua New Guinea	Daga	Daga	Daga New Testament	Daga Bible	dgz
Papua New Guinea	Dano	Dano	MONO' GODOLO GOSOHO'	Dano NT	aso
Papua New Guinea	Dawawa	Dawawa	Vari Verenama	Dawawa NT	dww
Papua New Guinea	Dedua	Dedua	Yoac kekehagocac Dzadzahac gboria nga Mitiyegec	Dedua NT+Psalms	ded
Papua New Guinea	Dobu	Dobu	Loina Tabu Auwauna	Dobu NT	dob
Papua New Guinea	Doromu-Koki	Doromu-Koki	Sei di Uka Ago Ruaka	Doromu-Koki Bible	kqc
Papua New Guinea	East Kewa	East Kewa	Gotena Epe Agale	East Kewa NT	kjs
